reporting_organisation,donor,project_status,governorate,district,sub_district,community,neighbourhood,camp_name,admin1pcode,admin2pcode,admin3pcode,admin4pcode,neighbourhood_pcode,admin5pcode,location_other,village_camps,latitude_y,longitude_x,cluster,response_type,families,female_headed_hh,beneficiaries,men_18_60,women_18_60,boys_18,girls_18,elderly_males_60,elderly_females_60,idps,host_communities,returnees,pwds,previously_assisted,newly_assisted,conditionality,restrictions,cash_delivery_mechanism,voucher_delivery_mechanism,currency,transfer_value,transfer_frequency,num_payments,fx_rate,total_value_per_hh,total_usd,targeting_criteria,start_date,end_date,comments,contact_person,position,email,phone,month_of_activity,abbreviation,implementing_partner,activity
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,7,NA,22,4,5,6,7,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,4840,One-off,1,18.9,256.084656084656,1792.5925925925926,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,8,1,2,2,3,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,5580,One-off,1,18.9,295.238095238095,295.23809523809524,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,5,1,1,2,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,5670,One-off,1,18.9,300,300,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,19,NA,54,12,11,15,16,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1560,One-off,1,18.9,82.5396825396825,1568.2539682539684,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,98,NA,331,71,75,90,95,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2340,One-off,1,18.9,123.809523809524,12133.333333333334,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,7,2,1,2,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2575,One-off,1,18.9,136.243386243386,136.24338624338625,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,9,3,2,2,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2650,One-off,1,18.9,140.21164021164,140.21164021164023,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,2,NA,11,3,1,3,4,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3120,One-off,1,18.9,165.079365079365,330.1587301587302,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,9,NA,21,5,4,5,7,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1970,One-off,1,18.9,104.232804232804,938.0952380952382,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,12,NA,44,10,10,12,12,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2955,One-off,1,18.9,156.349206349206,1876.1904761904761,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,66,NA,151,32,35,41,43,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3940,One-off,1,18.9,208.465608465608,13758.730158730159,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,7,2,1,2,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,6320,One-off,1,18.9,334.391534391534,334.39153439153444,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,20,NA,55,11,13,15,16,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1770,One-off,1,18.9,93.6507936507937,1873.0158730158732,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,2,NA,13,3,3,3,4,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2655,One-off,1,18.9,140.47619047619,280.95238095238096,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,4,NA,11,2,3,3,3,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,885,One-off,1,18.9,46.8253968253968,187.30158730158732,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,7,2,2,1,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2655,One-off,1,18.9,140.47619047619,140.47619047619048,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,6,1,2,2,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,935,One-off,1,18.9,49.4708994708995,49.470899470899475,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,4,NA,25,7,5,6,7,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2655,One-off,1,18.9,140.47619047619,561.9047619047619,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,5,1,2,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2655,One-off,1,18.9,140.47619047619,140.47619047619048,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,8,NA,18,4,3,5,6,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2655,One-off,1,18.9,140.47619047619,1123.8095238095239,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,4,NA,17,4,4,4,5,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2655,One-off,1,18.9,140.47619047619,561.9047619047619,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,2,NA,11,2,1,4,4,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2655,One-off,1,18.9,140.47619047619,280.95238095238096,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,2,NA,12,2,4,3,3,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2655,One-off,1,18.9,140.47619047619,280.95238095238096,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,2,NA,14,3,3,3,5,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2655,One-off,1,18.9,140.47619047619,280.95238095238096,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,2,NA,10,2,3,3,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1770,One-off,1,18.9,93.6507936507937,187.30158730158732,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,5,1,2,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2655,One-off,1,18.9,140.47619047619,140.47619047619048,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,6,1,2,1,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2655,One-off,1,18.9,140.47619047619,140.47619047619048,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,8,1,2,2,3,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2655,One-off,1,18.9,140.47619047619,140.47619047619048,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,7,3,0,1,3,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2655,One-off,1,18.9,140.47619047619,140.47619047619048,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,7,2,1,1,3,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2655,One-off,1,18.9,140.47619047619,140.47619047619048,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,7,2,1,1,3,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2300,One-off,1,18.9,121.693121693122,121.6931216931217,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,8,1,3,2,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1770,One-off,1,18.9,93.6507936507937,93.65079365079366,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,6,2,1,1,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2655,One-off,1,18.9,140.47619047619,140.47619047619048,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,6,2,2,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1770,One-off,1,18.9,93.6507936507937,93.65079365079366,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,6,1,2,1,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1770,One-off,1,18.9,93.6507936507937,93.65079365079366,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,6,1,2,2,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3500,One-off,1,18.9,185.185185185185,185.1851851851852,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,5,2,1,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1770,One-off,1,18.9,93.6507936507937,93.65079365079366,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,6,1,2,1,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2655,One-off,1,18.9,140.47619047619,140.47619047619048,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,7,3,1,1,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2655,One-off,1,18.9,140.47619047619,140.47619047619048,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,8,1,1,3,3,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3850,One-off,1,18.9,203.703703703704,203.70370370370372,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Idleb,Idleb,Idleb,NA,NA,SY07,SY0700,SY070000,C3871,NA,NA,NA,NA,35.929008,36.635276,Multipurpose - Repeated,HRP,2,NA,11,2,2,4,3,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1785,One-off,1,18.9,94.4444444444445,188.88888888888891,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Idleb,Idleb,Idleb,NA,NA,SY07,SY0700,SY070000,C3871,NA,NA,NA,NA,35.929008,36.635276,Multipurpose - Repeated,HRP,39,NA,215,46,49,58,62,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1880,One-off,1,18.9,99.4708994708995,3879.36507936508,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,5,1,0,2,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1940,One-off,1,18.9,102.645502645503,102.64550264550266,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
